StateName,DistrictName,BlockName,Season,Sector,Category,Crop,Query Type,QueryText,KccAns
Uttar Pradesh,Sample District,Sample Block,Zaid,Agriculture,Pest Control,Mustard,Advisory,How to apply for PM Kisan scheme?,Apply via pmkisan.gov.in with Aadhaar and bank details.
Rajasthan,Sample District,Sample Block,Rabi,Agriculture,Government Scheme,Tomato,Scheme,How to control aphids in mustard?,Spray Imidacloprid 17.8% SL @ 0.3 ml/litre of water.
Punjab,Sample District,Sample Block,Zaid,Agriculture,Crop Advisory,Maize,Fertilizer,Best sowing time for wheat?,Sow wheat between October and November.
Uttar Pradesh,Sample District,Sample Block,Rabi,Agriculture,Fertilizer,Brinjal,Pest,How to apply for PM Kisan scheme?,Apply via pmkisan.gov.in with Aadhaar and bank details.
Rajasthan,Sample District,Sample Block,Zaid,Agriculture,Disease Management,Potato,Scheme,Recommended fertilizer for maize?,Apply Urea 25 kg per acre during flowering.
Maharashtra,Sample District,Sample Block,Rabi,Agriculture,Pest Control,Brinjal,Fertilizer,How to control aphids in mustard?,Spray Imidacloprid 17.8% SL @ 0.3 ml/litre of water.
Madhya Pradesh,Sample District,Sample Block,Rabi,Agriculture,Government Scheme,Cotton,Scheme,Recommended fertilizer for maize?,Apply Urea 25 kg per acre during flowering.
Madhya Pradesh,Sample District,Sample Block,Rabi,Agriculture,Crop Advisory,Wheat,Scheme,Recommended fertilizer for maize?,Apply Urea 25 kg per acre during flowering.
Haryana,Sample District,Sample Block,Zaid,Agriculture,Pest Control,Wheat,Fertilizer,Treatment for leaf spot in tomato?,Spray Chlorothalonil fungicide weekly.
Madhya Pradesh,Sample District,Sample Block,Rabi,Agriculture,Crop Advisory,Cotton,Scheme,Recommended fertilizer for maize?,Apply Urea 25 kg per acre during flowering.
Uttar Pradesh,Sample District,Sample Block,Zaid,Agriculture,Pest Control,Brinjal,Pest,How to control aphids in mustard?,Spray Imidacloprid 17.8% SL @ 0.3 ml/litre of water.
Rajasthan,Sample District,Sample Block,Zaid,Agriculture,Government Scheme,Brinjal,Pest,How to treat blight in potato?,Spray Mancozeb 75WP @ 2 g/litre of water.
Punjab,Sample District,Sample Block,Rabi,Agriculture,Government Scheme,Potato,Disease,How to treat blight in potato?,Spray Mancozeb 75WP @ 2 g/litre of water.
Rajasthan,Sample District,Sample Block,Zaid,Agriculture,Crop Advisory,Cotton,Scheme,Best sowing time for wheat?,Sow wheat between October and November.
Haryana,Sample District,Sample Block,Rabi,Agriculture,Government Scheme,Tomato,Pest,How to treat blight in potato?,Spray Mancozeb 75WP @ 2 g/litre of water.
Uttar Pradesh,Sample District,Sample Block,Rabi,Agriculture,Pest Control,Rice,Disease,How to control aphids in mustard?,Spray Imidacloprid 17.8% SL @ 0.3 ml/litre of water.
Rajasthan,Sample District,Sample Block,Kharif,Agriculture,Pest Control,Brinjal,Pest,How to treat blight in potato?,Spray Mancozeb 75WP @ 2 g/litre of water.
Uttar Pradesh,Sample District,Sample Block,Kharif,Agriculture,Pest Control,Wheat,Disease,How to control aphids in mustard?,Spray Imidacloprid 17.8% SL @ 0.3 ml/litre of water.
Punjab,Sample District,Sample Block,Kharif,Agriculture,Pest Control,Cotton,Scheme,Best sowing time for wheat?,Sow wheat between October and November.
Maharashtra,Sample District,Sample Block,Rabi,Agriculture,Fertilizer,Potato,Disease,How to apply for PM Kisan scheme?,Apply via pmkisan.gov.in with Aadhaar and bank details.
Maharashtra,Sample District,Sample Block,Zaid,Agriculture,Pest Control,Mustard,Advisory,How to treat blight in potato?,Spray Mancozeb 75WP @ 2 g/litre of water.
Punjab,Sample District,Sample Block,Kharif,Agriculture,Disease Management,Tomato,Fertilizer,How to control aphids in mustard?,Spray Imidacloprid 17.8% SL @ 0.3 ml/litre of water.
Haryana,Sample District,Sample Block,Kharif,Agriculture,Government Scheme,Brinjal,Advisory,Best sowing time for wheat?,Sow wheat between October and November.
Punjab,Sample District,Sample Block,Rabi,Agriculture,Disease Management,Wheat,Disease,How to treat blight in potato?,Spray Mancozeb 75WP @ 2 g/litre of water.
Madhya Pradesh,Sample District,Sample Block,Rabi,Agriculture,Pest Control,Potato,Pest,Best sowing time for wheat?,Sow wheat between October and November.
Rajasthan,Sample District,Sample Block,Kharif,Agriculture,Disease Management,Wheat,Advisory,How to apply for PM Kisan scheme?,Apply via pmkisan.gov.in with Aadhaar and bank details.
Madhya Pradesh,Sample District,Sample Block,Zaid,Agriculture,Government Scheme,Potato,Fertilizer,How to apply for PM Kisan scheme?,Apply via pmkisan.gov.in with Aadhaar and bank details.
Punjab,Sample District,Sample Block,Kharif,Agriculture,Government Scheme,Rice,Pest,Treatment for leaf spot in tomato?,Spray Chlorothalonil fungicide weekly.
Maharashtra,Sample District,Sample Block,Zaid,Agriculture,Crop Advisory,Rice,Fertilizer,How to control aphids in mustard?,Spray Imidacloprid 17.8% SL @ 0.3 ml/litre of water.
Rajasthan,Sample District,Sample Block,Zaid,Agriculture,Crop Advisory,Potato,Pest,Best sowing time for wheat?,Sow wheat between October and November.
Haryana,Sample District,Sample Block,Kharif,Agriculture,Disease Management,Rice,Scheme,How to apply for PM Kisan scheme?,Apply via pmkisan.gov.in with Aadhaar and bank details.
Rajasthan,Sample District,Sample Block,Rabi,Agriculture,Disease Management,Brinjal,Disease,Best sowing time for wheat?,Sow wheat between October and November.
Punjab,Sample District,Sample Block,Rabi,Agriculture,Fertilizer,Rice,Scheme,How to apply for PM Kisan scheme?,Apply via pmkisan.gov.in with Aadhaar and bank details.
Madhya Pradesh,Sample District,Sample Block,Rabi,Agriculture,Pest Control,Maize,Scheme,How to treat blight in potato?,Spray Mancozeb 75WP @ 2 g/litre of water.
Punjab,Sample District,Sample Block,Zaid,Agriculture,Pest Control,Mustard,Scheme,Treatment for leaf spot in tomato?,Spray Chlorothalonil fungicide weekly.
Haryana,Sample District,Sample Block,Kharif,Agriculture,Fertilizer,Mustard,Scheme,Recommended fertilizer for maize?,Apply Urea 25 kg per acre during flowering.
Punjab,Sample District,Sample Block,Kharif,Agriculture,Pest Control,Rice,Disease,How to control whitefly in cotton?,Use Thiamethoxam 25WG @ 0.25 g/litre of water.
Maharashtra,Sample District,Sample Block,Zaid,Agriculture,Disease Management,Tomato,Disease,Best sowing time for wheat?,Sow wheat between October and November.
Madhya Pradesh,Sample District,Sample Block,Rabi,Agriculture,Fertilizer,Wheat,Pest,How to protect paddy from blast disease?,Apply Tricyclazole fungicide @ recommended dose.
Punjab,Sample District,Sample Block,Zaid,Agriculture,Crop Advisory,Wheat,Pest,Best sowing time for wheat?,Sow wheat between October and November.
Maharashtra,Sample District,Sample Block,Kharif,Agriculture,Government Scheme,Tomato,Disease,How to control whitefly in cotton?,Use Thiamethoxam 25WG @ 0.25 g/litre of water.
Maharashtra,Sample District,Sample Block,Zaid,Agriculture,Government Scheme,Rice,Scheme,Treatment for leaf spot in tomato?,Spray Chlorothalonil fungicide weekly.
Uttar Pradesh,Sample District,Sample Block,Zaid,Agriculture,Disease Management,Brinjal,Disease,How to control whitefly in cotton?,Use Thiamethoxam 25WG @ 0.25 g/litre of water.
Uttar Pradesh,Sample District,Sample Block,Rabi,Agriculture,Government Scheme,Wheat,Pest,Treatment for leaf spot in tomato?,Spray Chlorothalonil fungicide weekly.
Rajasthan,Sample District,Sample Block,Kharif,Agriculture,Pest Control,Wheat,Advisory,How to control aphids in mustard?,Spray Imidacloprid 17.8% SL @ 0.3 ml/litre of water.
Rajasthan,Sample District,Sample Block,Rabi,Agriculture,Government Scheme,Cotton,Disease,How to protect paddy from blast disease?,Apply Tricyclazole fungicide @ recommended dose.
Punjab,Sample District,Sample Block,Rabi,Agriculture,Crop Advisory,Brinjal,Disease,How to apply for PM Kisan scheme?,Apply via pmkisan.gov.in with Aadhaar and bank details.
Madhya Pradesh,Sample District,Sample Block,Kharif,Agriculture,Crop Advisory,Potato,Disease,Treatment for leaf spot in tomato?,Spray Chlorothalonil fungicide weekly.
Madhya Pradesh,Sample District,Sample Block,Kharif,Agriculture,Government Scheme,Potato,Advisory,How to apply for PM Kisan scheme?,Apply via pmkisan.gov.in with Aadhaar and bank details.
Uttar Pradesh,Sample District,Sample Block,Kharif,Agriculture,Fertilizer,Mustard,Scheme,How to control whitefly in cotton?,Use Thiamethoxam 25WG @ 0.25 g/litre of water.
Rajasthan,Sample District,Sample Block,Kharif,Agriculture,Government Scheme,Wheat,Fertilizer,How to control aphids in mustard?,Spray Imidacloprid 17.8% SL @ 0.3 ml/litre of water.
Rajasthan,Sample District,Sample Block,Rabi,Agriculture,Disease Management,Brinjal,Fertilizer,How to treat blight in potato?,Spray Mancozeb 75WP @ 2 g/litre of water.
Rajasthan,Sample District,Sample Block,Rabi,Agriculture,Disease Management,Cotton,Fertilizer,Best sowing time for wheat?,Sow wheat between October and November.
Madhya Pradesh,Sample District,Sample Block,Kharif,Agriculture,Pest Control,Tomato,Scheme,How to apply for PM Kisan scheme?,Apply via pmkisan.gov.in with Aadhaar and bank details.
Maharashtra,Sample District,Sample Block,Kharif,Agriculture,Disease Management,Tomato,Pest,How to apply for PM Kisan scheme?,Apply via pmkisan.gov.in with Aadhaar and bank details.
Haryana,Sample District,Sample Block,Kharif,Agriculture,Crop Advisory,Wheat,Pest,Best sowing time for wheat?,Sow wheat between October and November.
Rajasthan,Sample District,Sample Block,Rabi,Agriculture,Fertilizer,Wheat,Fertilizer,How to protect paddy from blast disease?,Apply Tricyclazole fungicide @ recommended dose.
Haryana,Sample District,Sample Block,Zaid,Agriculture,Pest Control,Rice,Fertilizer,How to apply for PM Kisan scheme?,Apply via pmkisan.gov.in with Aadhaar and bank details.
Haryana,Sample District,Sample Block,Kharif,Agriculture,Crop Advisory,Potato,Disease,How to control whitefly in cotton?,Use Thiamethoxam 25WG @ 0.25 g/litre of water.
Rajasthan,Sample District,Sample Block,Rabi,Agriculture,Fertilizer,Wheat,Disease,How to control whitefly in cotton?,Use Thiamethoxam 25WG @ 0.25 g/litre of water.
Punjab,Sample District,Sample Block,Kharif,Agriculture,Government Scheme,Potato,Fertilizer,How to protect paddy from blast disease?,Apply Tricyclazole fungicide @ recommended dose.
Punjab,Sample District,Sample Block,Kharif,Agriculture,Fertilizer,Wheat,Fertilizer,Recommended fertilizer for maize?,Apply Urea 25 kg per acre during flowering.
Uttar Pradesh,Sample District,Sample Block,Kharif,Agriculture,Crop Advisory,Tomato,Fertilizer,How to apply for PM Kisan scheme?,Apply via pmkisan.gov.in with Aadhaar and bank details.
Rajasthan,Sample District,Sample Block,Rabi,Agriculture,Pest Control,Tomato,Advisory,How to protect paddy from blast disease?,Apply Tricyclazole fungicide @ recommended dose.
Uttar Pradesh,Sample District,Sample Block,Kharif,Agriculture,Pest Control,Potato,Scheme,How to protect paddy from blast disease?,Apply Tricyclazole fungicide @ recommended dose.
Haryana,Sample District,Sample Block,Zaid,Agriculture,Pest Control,Maize,Fertilizer,How to control aphids in mustard?,Spray Imidacloprid 17.8% SL @ 0.3 ml/litre of water.
Haryana,Sample District,Sample Block,Kharif,Agriculture,Disease Management,Potato,Fertilizer,Recommended fertilizer for maize?,Apply Urea 25 kg per acre during flowering.
Rajasthan,Sample District,Sample Block,Zaid,Agriculture,Pest Control,Wheat,Fertilizer,How to treat blight in potato?,Spray Mancozeb 75WP @ 2 g/litre of water.
Madhya Pradesh,Sample District,Sample Block,Kharif,Agriculture,Pest Control,Tomato,Fertilizer,Best sowing time for wheat?,Sow wheat between October and November.
Maharashtra,Sample District,Sample Block,Zaid,Agriculture,Pest Control,Cotton,Scheme,How to apply for PM Kisan scheme?,Apply via pmkisan.gov.in with Aadhaar and bank details.
Uttar Pradesh,Sample District,Sample Block,Kharif,Agriculture,Government Scheme,Rice,Advisory,How to control aphids in mustard?,Spray Imidacloprid 17.8% SL @ 0.3 ml/litre of water.
Maharashtra,Sample District,Sample Block,Zaid,Agriculture,Pest Control,Wheat,Scheme,Recommended fertilizer for maize?,Apply Urea 25 kg per acre during flowering.
Uttar Pradesh,Sample District,Sample Block,Kharif,Agriculture,Disease Management,Tomato,Scheme,How to treat blight in potato?,Spray Mancozeb 75WP @ 2 g/litre of water.
Maharashtra,Sample District,Sample Block,Kharif,Agriculture,Crop Advisory,Rice,Advisory,Treatment for leaf spot in tomato?,Spray Chlorothalonil fungicide weekly.
Punjab,Sample District,Sample Block,Zaid,Agriculture,Disease Management,Maize,Pest,Recommended fertilizer for maize?,Apply Urea 25 kg per acre during flowering.
Rajasthan,Sample District,Sample Block,Kharif,Agriculture,Pest Control,Mustard,Disease,How to control whitefly in cotton?,Use Thiamethoxam 25WG @ 0.25 g/litre of water.
Madhya Pradesh,Sample District,Sample Block,Zaid,Agriculture,Fertilizer,Rice,Pest,How to apply for PM Kisan scheme?,Apply via pmkisan.gov.in with Aadhaar and bank details.
Madhya Pradesh,Sample District,Sample Block,Zaid,Agriculture,Crop Advisory,Mustard,Advisory,How to treat blight in potato?,Spray Mancozeb 75WP @ 2 g/litre of water.
Maharashtra,Sample District,Sample Block,Rabi,Agriculture,Crop Advisory,Rice,Disease,How to protect paddy from blast disease?,Apply Tricyclazole fungicide @ recommended dose.
Punjab,Sample District,Sample Block,Rabi,Agriculture,Crop Advisory,Rice,Fertilizer,How to protect paddy from blast disease?,Apply Tricyclazole fungicide @ recommended dose.
Rajasthan,Sample District,Sample Block,Rabi,Agriculture,Fertilizer,Rice,Pest,How to protect paddy from blast disease?,Apply Tricyclazole fungicide @ recommended dose.
Uttar Pradesh,Sample District,Sample Block,Rabi,Agriculture,Disease Management,Rice,Advisory,Best sowing time for wheat?,Sow wheat between October and November.
Punjab,Sample District,Sample Block,Rabi,Agriculture,Government Scheme,Maize,Advisory,Best sowing time for wheat?,Sow wheat between October and November.
Punjab,Sample District,Sample Block,Rabi,Agriculture,Crop Advisory,Wheat,Pest,How to protect paddy from blast disease?,Apply Tricyclazole fungicide @ recommended dose.
Rajasthan,Sample District,Sample Block,Kharif,Agriculture,Fertilizer,Maize,Scheme,Best sowing time for wheat?,Sow wheat between October and November.
Punjab,Sample District,Sample Block,Kharif,Agriculture,Fertilizer,Cotton,Scheme,How to treat blight in potato?,Spray Mancozeb 75WP @ 2 g/litre of water.
Punjab,Sample District,Sample Block,Rabi,Agriculture,Crop Advisory,Wheat,Fertilizer,How to control whitefly in cotton?,Use Thiamethoxam 25WG @ 0.25 g/litre of water.
Haryana,Sample District,Sample Block,Zaid,Agriculture,Fertilizer,Mustard,Scheme,Best sowing time for wheat?,Sow wheat between October and November.
Rajasthan,Sample District,Sample Block,Kharif,Agriculture,Pest Control,Potato,Fertilizer,Best sowing time for wheat?,Sow wheat between October and November.
Madhya Pradesh,Sample District,Sample Block,Zaid,Agriculture,Disease Management,Potato,Scheme,How to apply for PM Kisan scheme?,Apply via pmkisan.gov.in with Aadhaar and bank details.
Madhya Pradesh,Sample District,Sample Block,Zaid,Agriculture,Government Scheme,Maize,Disease,How to control aphids in mustard?,Spray Imidacloprid 17.8% SL @ 0.3 ml/litre of water.
Punjab,Sample District,Sample Block,Rabi,Agriculture,Disease Management,Tomato,Pest,How to control aphids in mustard?,Spray Imidacloprid 17.8% SL @ 0.3 ml/litre of water.
Maharashtra,Sample District,Sample Block,Rabi,Agriculture,Fertilizer,Cotton,Scheme,Recommended fertilizer for maize?,Apply Urea 25 kg per acre during flowering.
Maharashtra,Sample District,Sample Block,Rabi,Agriculture,Pest Control,Cotton,Fertilizer,How to control whitefly in cotton?,Use Thiamethoxam 25WG @ 0.25 g/litre of water.
Punjab,Sample District,Sample Block,Zaid,Agriculture,Crop Advisory,Maize,Fertilizer,How to apply for PM Kisan scheme?,Apply via pmkisan.gov.in with Aadhaar and bank details.
Rajasthan,Sample District,Sample Block,Zaid,Agriculture,Crop Advisory,Brinjal,Pest,How to treat blight in potato?,Spray Mancozeb 75WP @ 2 g/litre of water.
Uttar Pradesh,Sample District,Sample Block,Rabi,Agriculture,Government Scheme,Wheat,Fertilizer,How to control whitefly in cotton?,Use Thiamethoxam 25WG @ 0.25 g/litre of water.
Punjab,Sample District,Sample Block,Kharif,Agriculture,Crop Advisory,Potato,Disease,How to apply for PM Kisan scheme?,Apply via pmkisan.gov.in with Aadhaar and bank details.
Madhya Pradesh,Sample District,Sample Block,Rabi,Agriculture,Pest Control,Rice,Scheme,How to apply for PM Kisan scheme?,Apply via pmkisan.gov.in with Aadhaar and bank details.
Uttar Pradesh,Sample District,Sample Block,Rabi,Agriculture,Government Scheme,Cotton,Fertilizer,How to control aphids in mustard?,Spray Imidacloprid 17.8% SL @ 0.3 ml/litre of water.
Haryana,Sample District,Sample Block,Zaid,Agriculture,Fertilizer,Tomato,Scheme,How to treat blight in potato?,Spray Mancozeb 75WP @ 2 g/litre of water.
Haryana,Sample District,Sample Block,Rabi,Agriculture,Disease Management,Maize,Fertilizer,Recommended fertilizer for maize?,Apply Urea 25 kg per acre during flowering.
Maharashtra,Sample District,Sample Block,Rabi,Agriculture,Fertilizer,Cotton,Advisory,Best sowing time for wheat?,Sow wheat between October and November.
Maharashtra,Sample District,Sample Block,Rabi,Agriculture,Crop Advisory,Maize,Advisory,How to apply for PM Kisan scheme?,Apply via pmkisan.gov.in with Aadhaar and bank details.
Punjab,Sample District,Sample Block,Rabi,Agriculture,Government Scheme,Brinjal,Pest,Recommended fertilizer for maize?,Apply Urea 25 kg per acre during flowering.
Madhya Pradesh,Sample District,Sample Block,Kharif,Agriculture,Disease Management,Cotton,Fertilizer,How to apply for PM Kisan scheme?,Apply via pmkisan.gov.in with Aadhaar and bank details.
Haryana,Sample District,Sample Block,Zaid,Agriculture,Pest Control,Tomato,Disease,How to protect paddy from blast disease?,Apply Tricyclazole fungicide @ recommended dose.
Madhya Pradesh,Sample District,Sample Block,Kharif,Agriculture,Disease Management,Wheat,Advisory,Best sowing time for wheat?,Sow wheat between October and November.
Punjab,Sample District,Sample Block,Rabi,Agriculture,Pest Control,Cotton,Advisory,How to control whitefly in cotton?,Use Thiamethoxam 25WG @ 0.25 g/litre of water.
Haryana,Sample District,Sample Block,Rabi,Agriculture,Government Scheme,Potato,Disease,How to control whitefly in cotton?,Use Thiamethoxam 25WG @ 0.25 g/litre of water.
Madhya Pradesh,Sample District,Sample Block,Kharif,Agriculture,Pest Control,Wheat,Disease,How to apply for PM Kisan scheme?,Apply via pmkisan.gov.in with Aadhaar and bank details.
Madhya Pradesh,Sample District,Sample Block,Kharif,Agriculture,Disease Management,Brinjal,Fertilizer,Recommended fertilizer for maize?,Apply Urea 25 kg per acre during flowering.
Madhya Pradesh,Sample District,Sample Block,Zaid,Agriculture,Disease Management,Tomato,Scheme,Treatment for leaf spot in tomato?,Spray Chlorothalonil fungicide weekly.
Rajasthan,Sample District,Sample Block,Zaid,Agriculture,Disease Management,Brinjal,Scheme,Best sowing time for wheat?,Sow wheat between October and November.
Rajasthan,Sample District,Sample Block,Zaid,Agriculture,Fertilizer,Mustard,Scheme,How to apply for PM Kisan scheme?,Apply via pmkisan.gov.in with Aadhaar and bank details.
Rajasthan,Sample District,Sample Block,Zaid,Agriculture,Pest Control,Tomato,Advisory,How to control aphids in mustard?,Spray Imidacloprid 17.8% SL @ 0.3 ml/litre of water.
Rajasthan,Sample District,Sample Block,Kharif,Agriculture,Disease Management,Wheat,Disease,How to treat blight in potato?,Spray Mancozeb 75WP @ 2 g/litre of water.
Punjab,Sample District,Sample Block,Zaid,Agriculture,Pest Control,Rice,Scheme,How to control whitefly in cotton?,Use Thiamethoxam 25WG @ 0.25 g/litre of water.
Rajasthan,Sample District,Sample Block,Zaid,Agriculture,Crop Advisory,Mustard,Advisory,How to control whitefly in cotton?,Use Thiamethoxam 25WG @ 0.25 g/litre of water.
Uttar Pradesh,Sample District,Sample Block,Kharif,Agriculture,Fertilizer,Potato,Disease,How to protect paddy from blast disease?,Apply Tricyclazole fungicide @ recommended dose.
Maharashtra,Sample District,Sample Block,Rabi,Agriculture,Disease Management,Maize,Scheme,How to treat blight in potato?,Spray Mancozeb 75WP @ 2 g/litre of water.
Rajasthan,Sample District,Sample Block,Rabi,Agriculture,Crop Advisory,Cotton,Scheme,How to control whitefly in cotton?,Use Thiamethoxam 25WG @ 0.25 g/litre of water.
Maharashtra,Sample District,Sample Block,Kharif,Agriculture,Crop Advisory,Potato,Scheme,How to control whitefly in cotton?,Use Thiamethoxam 25WG @ 0.25 g/litre of water.
Madhya Pradesh,Sample District,Sample Block,Rabi,Agriculture,Pest Control,Mustard,Scheme,How to control aphids in mustard?,Spray Imidacloprid 17.8% SL @ 0.3 ml/litre of water.
Punjab,Sample District,Sample Block,Zaid,Agriculture,Pest Control,Tomato,Pest,How to protect paddy from blast disease?,Apply Tricyclazole fungicide @ recommended dose.
Punjab,Sample District,Sample Block,Rabi,Agriculture,Crop Advisory,Potato,Advisory,How to apply for PM Kisan scheme?,Apply via pmkisan.gov.in with Aadhaar and bank details.
Haryana,Sample District,Sample Block,Rabi,Agriculture,Pest Control,Maize,Advisory,How to treat blight in potato?,Spray Mancozeb 75WP @ 2 g/litre of water.
Haryana,Sample District,Sample Block,Zaid,Agriculture,Disease Management,Tomato,Fertilizer,How to treat blight in potato?,Spray Mancozeb 75WP @ 2 g/litre of water.
Punjab,Sample District,Sample Block,Zaid,Agriculture,Pest Control,Rice,Scheme,How to apply for PM Kisan scheme?,Apply via pmkisan.gov.in with Aadhaar and bank details.
Uttar Pradesh,Sample District,Sample Block,Rabi,Agriculture,Pest Control,Brinjal,Advisory,Treatment for leaf spot in tomato?,Spray Chlorothalonil fungicide weekly.
Madhya Pradesh,Sample District,Sample Block,Rabi,Agriculture,Crop Advisory,Rice,Disease,How to apply for PM Kisan scheme?,Apply via pmkisan.gov.in with Aadhaar and bank details.
Punjab,Sample District,Sample Block,Zaid,Agriculture,Disease Management,Rice,Fertilizer,How to apply for PM Kisan scheme?,Apply via pmkisan.gov.in with Aadhaar and bank details.
Maharashtra,Sample District,Sample Block,Zaid,Agriculture,Crop Advisory,Rice,Pest,Treatment for leaf spot in tomato?,Spray Chlorothalonil fungicide weekly.
Punjab,Sample District,Sample Block,Kharif,Agriculture,Pest Control,Wheat,Disease,How to apply for PM Kisan scheme?,Apply via pmkisan.gov.in with Aadhaar and bank details.
Madhya Pradesh,Sample District,Sample Block,Rabi,Agriculture,Pest Control,Wheat,Advisory,How to apply for PM Kisan scheme?,Apply via pmkisan.gov.in with Aadhaar and bank details.
Maharashtra,Sample District,Sample Block,Rabi,Agriculture,Fertilizer,Mustard,Fertilizer,How to protect paddy from blast disease?,Apply Tricyclazole fungicide @ recommended dose.
Uttar Pradesh,Sample District,Sample Block,Zaid,Agriculture,Government Scheme,Brinjal,Fertilizer,Recommended fertilizer for maize?,Apply Urea 25 kg per acre during flowering.
Haryana,Sample District,Sample Block,Rabi,Agriculture,Crop Advisory,Wheat,Pest,How to protect paddy from blast disease?,Apply Tricyclazole fungicide @ recommended dose.
Punjab,Sample District,Sample Block,Zaid,Agriculture,Fertilizer,Brinjal,Pest,Treatment for leaf spot in tomato?,Spray Chlorothalonil fungicide weekly.
Uttar Pradesh,Sample District,Sample Block,Zaid,Agriculture,Government Scheme,Maize,Scheme,Treatment for leaf spot in tomato?,Spray Chlorothalonil fungicide weekly.
Madhya Pradesh,Sample District,Sample Block,Zaid,Agriculture,Fertilizer,Maize,Disease,How to control whitefly in cotton?,Use Thiamethoxam 25WG @ 0.25 g/litre of water.
Punjab,Sample District,Sample Block,Rabi,Agriculture,Disease Management,Rice,Advisory,How to treat blight in potato?,Spray Mancozeb 75WP @ 2 g/litre of water.
Madhya Pradesh,Sample District,Sample Block,Kharif,Agriculture,Crop Advisory,Wheat,Pest,How to protect paddy from blast disease?,Apply Tricyclazole fungicide @ recommended dose.
Uttar Pradesh,Sample District,Sample Block,Kharif,Agriculture,Pest Control,Tomato,Pest,Recommended fertilizer for maize?,Apply Urea 25 kg per acre during flowering.
Madhya Pradesh,Sample District,Sample Block,Kharif,Agriculture,Pest Control,Wheat,Fertilizer,Recommended fertilizer for maize?,Apply Urea 25 kg per acre during flowering.
Punjab,Sample District,Sample Block,Zaid,Agriculture,Disease Management,Potato,Scheme,How to control aphids in mustard?,Spray Imidacloprid 17.8% SL @ 0.3 ml/litre of water.
Rajasthan,Sample District,Sample Block,Zaid,Agriculture,Fertilizer,Cotton,Pest,How to treat blight in potato?,Spray Mancozeb 75WP @ 2 g/litre of water.
Punjab,Sample District,Sample Block,Rabi,Agriculture,Crop Advisory,Brinjal,Fertilizer,Treatment for leaf spot in tomato?,Spray Chlorothalonil fungicide weekly.
Uttar Pradesh,Sample District,Sample Block,Rabi,Agriculture,Government Scheme,Mustard,Advisory,How to control aphids in mustard?,Spray Imidacloprid 17.8% SL @ 0.3 ml/litre of water.
Punjab,Sample District,Sample Block,Rabi,Agriculture,Fertilizer,Rice,Disease,How to treat blight in potato?,Spray Mancozeb 75WP @ 2 g/litre of water.
Punjab,Sample District,Sample Block,Kharif,Agriculture,Fertilizer,Brinjal,Disease,How to control whitefly in cotton?,Use Thiamethoxam 25WG @ 0.25 g/litre of water.
Rajasthan,Sample District,Sample Block,Zaid,Agriculture,Fertilizer,Brinjal,Fertilizer,How to control aphids in mustard?,Spray Imidacloprid 17.8% SL @ 0.3 ml/litre of water.
Maharashtra,Sample District,Sample Block,Rabi,Agriculture,Crop Advisory,Potato,Advisory,Best sowing time for wheat?,Sow wheat between October and November.
Rajasthan,Sample District,Sample Block,Zaid,Agriculture,Crop Advisory,Maize,Fertilizer,Recommended fertilizer for maize?,Apply Urea 25 kg per acre during flowering.
Rajasthan,Sample District,Sample Block,Rabi,Agriculture,Fertilizer,Potato,Fertilizer,Best sowing time for wheat?,Sow wheat between October and November.
Rajasthan,Sample District,Sample Block,Zaid,Agriculture,Government Scheme,Rice,Disease,How to apply for PM Kisan scheme?,Apply via pmkisan.gov.in with Aadhaar and bank details.
Haryana,Sample District,Sample Block,Rabi,Agriculture,Fertilizer,Rice,Scheme,How to control whitefly in cotton?,Use Thiamethoxam 25WG @ 0.25 g/litre of water.
Haryana,Sample District,Sample Block,Zaid,Agriculture,Government Scheme,Rice,Pest,How to apply for PM Kisan scheme?,Apply via pmkisan.gov.in with Aadhaar and bank details.
Rajasthan,Sample District,Sample Block,Rabi,Agriculture,Fertilizer,Potato,Disease,Recommended fertilizer for maize?,Apply Urea 25 kg per acre during flowering.
Uttar Pradesh,Sample District,Sample Block,Zaid,Agriculture,Disease Management,Mustard,Advisory,How to treat blight in potato?,Spray Mancozeb 75WP @ 2 g/litre of water.
Haryana,Sample District,Sample Block,Rabi,Agriculture,Crop Advisory,Rice,Advisory,How to apply for PM Kisan scheme?,Apply via pmkisan.gov.in with Aadhaar and bank details.
Uttar Pradesh,Sample District,Sample Block,Kharif,Agriculture,Disease Management,Maize,Fertilizer,Treatment for leaf spot in tomato?,Spray Chlorothalonil fungicide weekly.
Haryana,Sample District,Sample Block,Kharif,Agriculture,Crop Advisory,Mustard,Advisory,How to apply for PM Kisan scheme?,Apply via pmkisan.gov.in with Aadhaar and bank details.
Rajasthan,Sample District,Sample Block,Kharif,Agriculture,Crop Advisory,Mustard,Disease,How to control whitefly in cotton?,Use Thiamethoxam 25WG @ 0.25 g/litre of water.
Uttar Pradesh,Sample District,Sample Block,Zaid,Agriculture,Fertilizer,Cotton,Advisory,How to control whitefly in cotton?,Use Thiamethoxam 25WG @ 0.25 g/litre of water.
Uttar Pradesh,Sample District,Sample Block,Kharif,Agriculture,Government Scheme,Maize,Scheme,Treatment for leaf spot in tomato?,Spray Chlorothalonil fungicide weekly.
Uttar Pradesh,Sample District,Sample Block,Rabi,Agriculture,Crop Advisory,Tomato,Disease,How to protect paddy from blast disease?,Apply Tricyclazole fungicide @ recommended dose.
